Deputado,Tipo,Municipio,Votos No Municipio,Bairro,Votos No Bairro,RCAN_UESP,RUESP_CAN,RUESP
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Paraíso,14,0.004064,0.011997,0.009689
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Parque Ambaí,55,0.002874,0.047129,0.053824
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Parque Flora,4,0.002809,0.003428,0.004005
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Ponto Chic,21,0.002158,0.017995,0.027372
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Rancho Fundo,79,0.005623,0.067695,0.039513
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Rancho Novo,3,0.00813,0.002571,0.001038
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Riachão,2,0.001742,0.001714,0.003229
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Rodilândia,7,0.001455,0.005998,0.013531
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Rosa dos Ventos,19,0.003085,0.016281,0.01732
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Santa Eugênia,40,0.004229,0.034276,0.026604
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Santa Rita,34,0.007254,0.029135,0.013182
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Tinguá,36,0.011688,0.030848,0.008663
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Três Corações,8,0.005158,0.006855,0.004362
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Valverde,12,0.003102,0.010283,0.010879
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Vila de Cava,17,0.00143,0.014567,0.03343
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Vila Nova,21,0.005102,0.017995,0.011576
Valdecy da Saúde,Estaduais,Nova Iguaçu,1167,Vila Operária,3,0.002439,0.002571,0.003459
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Agostinho Porto,4167,0.153097,0.074743,0.11201
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Centro,2178,0.113698,0.039067,0.078833
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Coelho da Rocha,3176,0.124198,0.056968,0.105236
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Éden,1397,0.178599,0.025058,0.03219
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Engenheiro Belford,513,0.127675,0.009202,0.016535
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Jardim Meriti,11081,0.265108,0.198759,0.172011
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Jardim Metrópole,3400,0.246734,0.060985,0.056709
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Jardim Sumaré,3810,0.389571,0.06834,0.040248
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Parque Araruama,8922,0.517788,0.160033,0.070911
Valdecy da Saúde,Estaduais,São João de Meriti,55751,São Matheus,3087,0.152339,0.055371,0.083392
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Venda Velha,2328,0.594788,0.041757,0.016107
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Vilar dos Teles,10520,0.246966,0.188696,0.175299
Valdecy da Saúde,Estaduais,São João de Meriti,55751,Vila Tiradentes,1172,0.119033,0.021022,0.040519
Valdecy da Saúde,Estaduais,Queimados,98,,98,0.001482,1.0,1.0
Felipinho Ravis,Estaduais,Belford Roxo,4024,Andrade Araújo,244,0.097639,0.060636,0.011561
Felipinho Ravis,Estaduais,Belford Roxo,4024,Areia Branca,689,0.038645,0.171223,0.082481
Felipinho Ravis,Estaduais,Belford Roxo,4024,Barro Vermelho,138,0.013357,0.034294,0.047798
Felipinho Ravis,Estaduais,Belford Roxo,4024,Centro,592,0.041011,0.147117,0.066779
Felipinho Ravis,Estaduais,Belford Roxo,4024,das Graças,118,0.028823,0.029324,0.01894
Felipinho Ravis,Estaduais,Belford Roxo,4024,Glaucia,22,0.003365,0.005467,0.030241
Felipinho Ravis,Estaduais,Belford Roxo,4024,Heliópolis,707,0.0364,0.175696,0.089855
Felipinho Ravis,Estaduais,Belford Roxo,4024,Itaipu,168,0.040163,0.04175,0.019351
Felipinho Ravis,Estaduais,Belford Roxo,4024,Lote XV,11,0.001085,0.002734,0.046891
Felipinho Ravis,Estaduais,Belford Roxo,4024,Maringá,65,0.005478,0.016153,0.05489
Felipinho Ravis,Estaduais,Belford Roxo,4024,Nova Aurora,217,0.017803,0.053926,0.056389
Felipinho Ravis,Estaduais,Belford Roxo,4024,Parque dos Ferreiras,3,0.00108,0.000746,0.012852
Felipinho Ravis,Estaduais,Belford Roxo,4024,Pauline,24,0.003574,0.005964,0.03107
Felipinho Ravis,Estaduais,Belford Roxo,4024,Piam,95,0.015881,0.023608,0.027674
Felipinho Ravis,Estaduais,Belford Roxo,4024,Recantus,22,0.01169,0.005467,0.008707
Felipinho Ravis,Estaduais,Belford Roxo,4024,Redentor,68,0.005203,0.016899,0.06046
Felipinho Ravis,Estaduais,Belford Roxo,4024,Santa Amélia,83,0.016426,0.020626,0.023376
Felipinho Ravis,Estaduais,Belford Roxo,4024,Santa Maria,19,0.010615,0.004722,0.008281
Felipinho Ravis,Estaduais,Belford Roxo,4024,Santa Tereza,38,0.002299,0.009443,0.07648
Felipinho Ravis,Estaduais,Belford Roxo,4024,Santo Antônio da Prata,235,0.071494,0.0584,0.015206
Felipinho Ravis,Estaduais,Belford Roxo,4024,São Bernardo,25,0.021552,0.006213,0.005366
Felipinho Ravis,Estaduais,Belford Roxo,4024,São Francisco de Assis,16,0.02139,0.003976,0.00346
Felipinho Ravis,Estaduais,Belford Roxo,4024,São José,1,0.000448,0.000249,0.010326
Felipinho Ravis,Estaduais,Belford Roxo,4024,São Vicente,42,0.007343,0.010437,0.026462
Felipinho Ravis,Estaduais,Belford Roxo,4024,Shangri-lá,168,0.031117,0.04175,0.024977
Felipinho Ravis,Estaduais,Belford Roxo,4024,Vale do Ipê,13,0.001871,0.003231,0.032138
Felipinho Ravis,Estaduais,Belford Roxo,4024,Wona,15,0.001114,0.003728,0.062296
Felipinho Ravis,Estaduais,Belford Roxo,4024,Xavantes,186,0.018832,0.046223,0.045693
Felipinho Ravis,Estaduais,Japeri,639,Alecrim,37,0.016073,0.057903,0.048905
Felipinho Ravis,Estaduais,Japeri,639,Beira-Rio,3,0.004484,0.004695,0.014213
Felipinho Ravis,Estaduais,Japeri,639,Caramujos,142,0.009821,0.222222,0.307174
Felipinho Ravis,Estaduais,Japeri,639,Centro de Engenheiro Pedreira,23,0.011149,0.035994,0.043827
Felipinho Ravis,Estaduais,Japeri,639,Centro de Japeri,20,0.005464,0.031299,0.077755
Felipinho Ravis,Estaduais,Japeri,639,Chacrinha,61,0.016513,0.095462,0.078477
Felipinho Ravis,Estaduais,Japeri,639,das Granjas,15,0.009494,0.023474,0.033566
Felipinho Ravis,Estaduais,Japeri,639,Delamare,5,0.002579,0.007825,0.041193
Felipinho Ravis,Estaduais,Japeri,639,Esperança,1,0.004167,0.001565,0.005099
Felipinho Ravis,Estaduais,Japeri,639,Marajoara,48,0.039604,0.075117,0.025748
Felipinho Ravis,Estaduais,Japeri,639,Nova Belém,22,0.003647,0.034429,0.128147
Felipinho Ravis,Estaduais,Japeri,639,Santa Amelia,16,0.007421,0.025039,0.045803
Felipinho Ravis,Estaduais,Japeri,639,Santa Inês,8,0.006957,0.01252,0.024431
Felipinho Ravis,Estaduais,Japeri,639,São Cosme e São Damião,222,0.064199,0.347418,0.073463
Felipinho Ravis,Estaduais,Japeri,639,São Jorge,16,0.006512,0.025039,0.052198
Felipinho Ravis,Estaduais,Nilópolis,320,Cabral,10,0.001908,0.03125,0.061708
Felipinho Ravis,Estaduais,Nilópolis,320,Cabuís,14,0.003101,0.04375,0.05317
Felipinho Ravis,Estaduais,Nilópolis,320,Centro de Olinda,49,0.003954,0.153125,0.145932
Felipinho Ravis,Estaduais,Nilópolis,320,Manoel Reis,198,0.004385,0.61875,0.531784
Felipinho Ravis,Estaduais,Nilópolis,320,Nossa Senhora de Fátima,21,0.003958,0.065625,0.062485
Felipinho Ravis,Estaduais,Nilópolis,320,Nova Cidade,16,0.003221,0.05,0.058505
Felipinho Ravis,Estaduais,Nilópolis,320,Novo Horizonte,3,0.001512,0.009375,0.023364
Felipinho Ravis,Estaduais,Nilópolis,320,Paiol,9,0.001681,0.028125,0.063051
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Austin,1176,0.035118,0.034621,0.094184
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Boa Esperança,216,0.115694,0.006359,0.005251
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Cabuçu,1624,0.091385,0.04781,0.049982
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Cacuia,692,0.069963,0.020372,0.027819
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Campo Alegre,32,0.070175,0.000942,0.001283
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Caonze,176,0.043629,0.005181,0.011346
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Carmary,730,0.074757,0.021491,0.027464
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Centro,2154,0.079828,0.063413,0.075891
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Comendador Soares,2094,0.074245,0.061646,0.079325
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Corumbá,202,0.025518,0.005947,0.022264
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Cerâmica,131,0.083546,0.003857,0.00441
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Luz,951,0.092276,0.027997,0.028986
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Palhada,951,0.149106,0.027997,0.017938
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Posse,990,0.083841,0.029145,0.033211
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Prata,2187,0.439068,0.064384,0.014009
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,da Viga,2698,0.190416,0.079428,0.039851
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Engenho Pequeno,2373,0.344113,0.06986,0.019395
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Geneciano,58,0.058645,0.001707,0.002782
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Grama,365,0.070044,0.010745,0.014656
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Iguaçu Velho,28,0.060086,0.000824,0.001311
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Inconfidência,4,0.0199,0.000118,0.000565
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Ipiranga,289,0.046916,0.008508,0.017325
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Alvorada,1064,0.15161,0.031324,0.019738
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Guandu,115,0.02279,0.003386,0.014192
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Iguaçu,178,0.068779,0.00524,0.007279
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Nova Era,1845,0.262297,0.054316,0.019783
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Pernambuco,108,0.098901,0.003179,0.003071
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Jardim Tropical,1802,0.367156,0.05305,0.013804
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Kennedy,351,0.144148,0.010333,0.006849
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Km - 32,153,0.032567,0.004504,0.013213
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Lagoinha,38,0.020518,0.001119,0.005209
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Montevidéu,14,0.036554,0.000412,0.001077
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Moquetá,593,0.176857,0.017458,0.00943
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Nova América,163,0.088299,0.004799,0.005192
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Paraíso,125,0.036284,0.00368,0.009689
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Parque Ambaí,1328,0.069394,0.039096,0.053824
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Parque Flora,81,0.056882,0.002385,0.004005
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Ponto Chic,753,0.077374,0.022168,0.027372
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Prados Verdes,109,0.036602,0.003209,0.008376
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Rancho Fundo,344,0.024486,0.010127,0.039513
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Rancho Novo,54,0.146341,0.00159,0.001038
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Riachão,324,0.28223,0.009538,0.003229
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Rodilândia,352,0.073166,0.010363,0.013531
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Rosa dos Ventos,856,0.139006,0.0252,0.01732
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Santa Eugênia,1452,0.153505,0.042746,0.026604
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Santa Rita,96,0.020482,0.002826,0.013182
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Tinguá,79,0.025649,0.002326,0.008663
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Três Corações,101,0.065119,0.002973,0.004362
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Valverde,362,0.093588,0.010657,0.010879
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Vila de Cava,287,0.024146,0.008449,0.03343
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Vila Nova,283,0.068756,0.008331,0.011576
Felipinho Ravis,Estaduais,Nova Iguaçu,33968,Vila Operária,437,0.355285,0.012865,0.003459
Felipinho Ravis,Estaduais,São João de Meriti,769,Agostinho Porto,69,0.002535,0.089727,0.11201
Felipinho Ravis,Estaduais,São João de Meriti,769,Centro,67,0.003498,0.087126,0.078833
Felipinho Ravis,Estaduais,São João de Meriti,769,Coelho da Rocha,60,0.002346,0.078023,0.105236
Felipinho Ravis,Estaduais,São João de Meriti,769,Éden,24,0.003068,0.031209,0.03219
Felipinho Ravis,Estaduais,São João de Meriti,769,Engenheiro Belford,14,0.003484,0.018205,0.016535
Felipinho Ravis,Estaduais,São João de Meriti,769,Jardim Meriti,133,0.003182,0.172952,0.172011
Felipinho Ravis,Estaduais,São João de Meriti,769,Jardim Metrópole,40,0.002903,0.052016,0.056709
Felipinho Ravis,Estaduais,São João de Meriti,769,Jardim Sumaré,16,0.001636,0.020806,0.040248
Felipinho Ravis,Estaduais,São João de Meriti,769,Parque Araruama,23,0.001335,0.029909,0.070911
Felipinho Ravis,Estaduais,São João de Meriti,769,São Matheus,136,0.006711,0.176853,0.083392
Felipinho Ravis,Estaduais,São João de Meriti,769,Venda Velha,9,0.002299,0.011704,0.016107
Felipinho Ravis,Estaduais,São João de Meriti,769,Vilar dos Teles,103,0.002418,0.13394,0.175299
Felipinho Ravis,Estaduais,São João de Meriti,769,Vila Tiradentes,75,0.007617,0.097529,0.040519
Felipinho Ravis,Estaduais,Queimados,451,,451,0.006819,1.0,1.0
Márcio Canella,Estaduais,Belford Roxo,108104,Andrade Araújo,1009,0.403762,0.009334,0.011561
Márcio Canella,Estaduais,Belford Roxo,108104,Areia Branca,7666,0.429974,0.070913,0.082481
Márcio Canella,Estaduais,Belford Roxo,108104,Barro Vermelho,5274,0.510453,0.048786,0.047798
Márcio Canella,Estaduais,Belford Roxo,108104,Centro,5366,0.371735,0.049637,0.066779
Márcio Canella,Estaduais,Belford Roxo,108104,das Graças,1854,0.452858,0.01715,0.01894
Márcio Canella,Estaduais,Belford Roxo,108104,Glaucia,2124,0.32492,0.019648,0.030241
Márcio Canella,Estaduais,Belford Roxo,108104,Heliópolis,9523,0.490295,0.088091,0.089855
Márcio Canella,Estaduais,Belford Roxo,108104,Itaipu,1842,0.440354,0.017039,0.019351
Márcio Canella,Estaduais,Belford Roxo,108104,Lote XV,6429,0.634274,0.059471,0.046891
Márcio Canella,Estaduais,Belford Roxo,108104,Maringá,6766,0.570249,0.062588,0.05489
Márcio Canella,Estaduais,Belford Roxo,108104,Nova Aurora,4628,0.379687,0.042811,0.056389
Márcio Canella,Estaduais,Belford Roxo,108104,Parque dos Ferreiras,1935,0.696544,0.017899,0.012852
Márcio Canella,Estaduais,Belford Roxo,108104,Pauline,4346,0.647111,0.040202,0.03107
Márcio Canella,Estaduais,Belford Roxo,108104,Piam,2797,0.467569,0.025873,0.027674
Márcio Canella,Estaduais,Belford Roxo,108104,Recantus,957,0.508502,0.008853,0.008707
Márcio Canella,Estaduais,Belford Roxo,108104,Redentor,5286,0.404469,0.048897,0.06046
Márcio Canella,Estaduais,Belford Roxo,108104,Santa Amélia,2534,0.501484,0.02344,0.023376
Márcio Canella,Estaduais,Belford Roxo,108104,Santa Maria,971,0.542458,0.008982,0.008281
Márcio Canella,Estaduais,Belford Roxo,108104,Santa Tereza,10147,0.613779,0.093863,0.07648
Márcio Canella,Estaduais,Belford Roxo,108104,Santo Antônio da Prata,1342,0.408275,0.012414,0.015206
Márcio Canella,Estaduais,Belford Roxo,108104,São Bernardo,544,0.468966,0.005032,0.005366
Márcio Canella,Estaduais,Belford Roxo,108104,São Francisco de Assis,335,0.447861,0.003099,0.00346
Márcio Canella,Estaduais,Belford Roxo,108104,São José,1588,0.71147,0.01469,0.010326
Márcio Canella,Estaduais,Belford Roxo,108104,São Vicente,3206,0.56049,0.029657,0.026462
Márcio Canella,Estaduais,Belford Roxo,108104,Shangri-lá,1424,0.263753,0.013173,0.024977
Márcio Canella,Estaduais,Belford Roxo,108104,Vale do Ipê,4793,0.689938,0.044337,0.032138
Márcio Canella,Estaduais,Belford Roxo,108104,Wona,8948,0.664488,0.082772,0.062296
Márcio Canella,Estaduais,Belford Roxo,108104,Xavantes,4470,0.452567,0.041349,0.045693
Márcio Canella,Estaduais,Japeri,997,Alecrim,7,0.003041,0.007021,0.048905
Márcio Canella,Estaduais,Japeri,997,Beira-Rio,31,0.046338,0.031093,0.014213
Márcio Canella,Estaduais,Japeri,997,Caramujos,192,0.013279,0.192578,0.307174
Márcio Canella,Estaduais,Japeri,997,Centro de Engenheiro Pedreira,25,0.012118,0.025075,0.043827
Márcio Canella,Estaduais,Japeri,997,Centro de Japeri,151,0.041257,0.151454,0.077755
Márcio Canella,Estaduais,Japeri,997,Chacrinha,162,0.043855,0.162487,0.078477
Márcio Canella,Estaduais,Japeri,997,das Granjas,15,0.009494,0.015045,0.033566
Márcio Canella,Estaduais,Japeri,997,Delamare,16,0.008252,0.016048,0.041193
Márcio Canella,Estaduais,Japeri,997,Esperança,4,0.016667,0.004012,0.005099
Márcio Canella,Estaduais,Japeri,997,Marajoara,14,0.011551,0.014042,0.025748
Márcio Canella,Estaduais,Japeri,997,Nova Belém,262,0.043435,0.262788,0.128147
Márcio Canella,Estaduais,Japeri,997,Santa Amelia,12,0.005566,0.012036,0.045803
Márcio Canella,Estaduais,Japeri,997,Santa Inês,21,0.018261,0.021063,0.024431
Márcio Canella,Estaduais,Japeri,997,São Cosme e São Damião,30,0.008676,0.03009,0.073463
Márcio Canella,Estaduais,Japeri,997,São Jorge,55,0.022385,0.055165,0.052198
Márcio Canella,Estaduais,Nilópolis,381,Cabral,34,0.006489,0.089239,0.061708
Márcio Canella,Estaduais,Nilópolis,381,Cabuís,30,0.006645,0.07874,0.05317
Márcio Canella,Estaduais,Nilópolis,381,Centro de Olinda,74,0.005972,0.194226,0.145932
Márcio Canella,Estaduais,Nilópolis,381,Manoel Reis,155,0.003432,0.406824,0.531784
Márcio Canella,Estaduais,Nilópolis,381,Nossa Senhora de Fátima,24,0.004523,0.062992,0.062485
Márcio Canella,Estaduais,Nilópolis,381,Nova Cidade,22,0.004428,0.057743,0.058505
Márcio Canella,Estaduais,Nilópolis,381,Novo Horizonte,5,0.00252,0.013123,0.023364
Márcio Canella,Estaduais,Nilópolis,381,Paiol,37,0.006911,0.097113,0.063051
Márcio Canella,Estaduais,Nova Iguaçu,9185,Austin,366,0.01093,0.039848,0.094184
Márcio Canella,Estaduais,Nova Iguaçu,9185,Boa Esperança,87,0.046599,0.009472,0.005251
Márcio Canella,Estaduais,Nova Iguaçu,9185,Cabuçu,128,0.007203,0.013936,0.049982
Márcio Canella,Estaduais,Nova Iguaçu,9185,Cacuia,623,0.062987,0.067828,0.027819
Márcio Canella,Estaduais,Nova Iguaçu,9185,Campo Alegre,10,0.02193,0.001089,0.001283
Márcio Canella,Estaduais,Nova Iguaçu,9185,Caonze,52,0.01289,0.005661,0.011346
Márcio Canella,Estaduais,Nova Iguaçu,9185,Carmary,87,0.008909,0.009472,0.027464
Márcio Canella,Estaduais,Nova Iguaçu,9185,Centro,464,0.017196,0.050517,0.075891
Márcio Canella,Estaduais,Nova Iguaçu,9185,Comendador Soares,2520,0.089349,0.27436,0.079325
Márcio Canella,Estaduais,Nova Iguaçu,9185,Corumbá,71,0.008969,0.00773,0.022264
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Cerâmica,11,0.007015,0.001198,0.00441
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Luz,519,0.050359,0.056505,0.028986
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Palhada,104,0.016306,0.011323,0.017938
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Posse,140,0.011856,0.015242,0.033211
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Prata,328,0.06585,0.03571,0.014009
Márcio Canella,Estaduais,Nova Iguaçu,9185,da Viga,362,0.025549,0.039412,0.039851
Márcio Canella,Estaduais,Nova Iguaçu,9185,Engenho Pequeno,241,0.034948,0.026238,0.019395
Márcio Canella,Estaduais,Nova Iguaçu,9185,Esperança,3,0.007426,0.000327,0.001136
Márcio Canella,Estaduais,Nova Iguaçu,9185,Geneciano,9,0.0091,0.00098,0.002782
Márcio Canella,Estaduais,Nova Iguaçu,9185,Grama,70,0.013433,0.007621,0.014656
Márcio Canella,Estaduais,Nova Iguaçu,9185,Iguaçu Velho,3,0.006438,0.000327,0.001311
Márcio Canella,Estaduais,Nova Iguaçu,9185,Inconfidência,11,0.054726,0.001198,0.000565
Márcio Canella,Estaduais,Nova Iguaçu,9185,Ipiranga,37,0.006006,0.004028,0.017325
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Alvorada,145,0.020661,0.015787,0.019738
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Guandu,29,0.005747,0.003157,0.014192
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Iguaçu,40,0.015456,0.004355,0.007279
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Nova Era,184,0.026159,0.020033,0.019783
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Pernambuco,100,0.091575,0.010887,0.003071
Márcio Canella,Estaduais,Nova Iguaçu,9185,Jardim Tropical,248,0.05053,0.027001,0.013804
Márcio Canella,Estaduais,Nova Iguaçu,9185,Kennedy,34,0.013963,0.003702,0.006849
Márcio Canella,Estaduais,Nova Iguaçu,9185,Km - 32,23,0.004896,0.002504,0.013213
Márcio Canella,Estaduais,Nova Iguaçu,9185,Lagoinha,11,0.00594,0.001198,0.005209
Márcio Canella,Estaduais,Nova Iguaçu,9185,Montevidéu,8,0.020888,0.000871,0.001077
Márcio Canella,Estaduais,Nova Iguaçu,9185,Moquetá,47,0.014017,0.005117,0.00943
Márcio Canella,Estaduais,Nova Iguaçu,9185,Nova América,29,0.01571,0.003157,0.005192
Márcio Canella,Estaduais,Nova Iguaçu,9185,Paraíso,28,0.008128,0.003048,0.009689
Márcio Canella,Estaduais,Nova Iguaçu,9185,Parque Ambaí,459,0.023985,0.049973,0.053824
Márcio Canella,Estaduais,Nova Iguaçu,9185,Parque Flora,10,0.007022,0.001089,0.004005
Márcio Canella,Estaduais,Nova Iguaçu,9185,Ponto Chic,70,0.007193,0.007621,0.027372
Márcio Canella,Estaduais,Nova Iguaçu,9185,Prados Verdes,11,0.003694,0.001198,0.008376
Márcio Canella,Estaduais,Nova Iguaçu,9185,Rancho Fundo,98,0.006976,0.01067,0.039513
Márcio Canella,Estaduais,Nova Iguaçu,9185,Rancho Novo,16,0.04336,0.001742,0.001038
Márcio Canella,Estaduais,Nova Iguaçu,9185,Riachão,60,0.052265,0.006532,0.003229
Márcio Canella,Estaduais,Nova Iguaçu,9185,Rodilândia,181,0.037622,0.019706,0.013531
Márcio Canella,Estaduais,Nova Iguaçu,9185,Rosa dos Ventos,446,0.072426,0.048557,0.01732
Márcio Canella,Estaduais,Nova Iguaçu,9185,Santa Eugênia,304,0.032139,0.033097,0.026604
Márcio Canella,Estaduais,Nova Iguaçu,9185,Santa Rita,26,0.005547,0.002831,0.013182
Márcio Canella,Estaduais,Nova Iguaçu,9185,Santo Antônio,2,0.007752,0.000218,0.000726
Márcio Canella,Estaduais,Nova Iguaçu,9185,Tinguá,32,0.01039,0.003484,0.008663
Márcio Canella,Estaduais,Nova Iguaçu,9185,Três Corações,14,0.009026,0.001524,0.004362
Márcio Canella,Estaduais,Nova Iguaçu,9185,Valverde,40,0.010341,0.004355,0.010879
Márcio Canella,Estaduais,Nova Iguaçu,9185,Vila de Cava,116,0.009759,0.012629,0.03343
Márcio Canella,Estaduais,Nova Iguaçu,9185,Vila Nova,80,0.019436,0.00871,0.011576
Márcio Canella,Estaduais,Nova Iguaçu,9185,Vila Operária,48,0.039024,0.005226,0.003459
Márcio Canella,Estaduais,São João de Meriti,3271,Agostinho Porto,436,0.016019,0.133293,0.11201
Márcio Canella,Estaduais,São João de Meriti,3271,Centro,204,0.010649,0.062366,0.078833
Márcio Canella,Estaduais,São João de Meriti,3271,Coelho da Rocha,313,0.01224,0.095689,0.105236
Márcio Canella,Estaduais,São João de Meriti,3271,Éden,104,0.013296,0.031795,0.03219
Márcio Canella,Estaduais,São João de Meriti,3271,Engenheiro Belford,49,0.012195,0.01498,0.016535
Márcio Canella,Estaduais,São João de Meriti,3271,Jardim Meriti,423,0.01012,0.129318,0.172011
Márcio Canella,Estaduais,São João de Meriti,3271,Jardim Metrópole,159,0.011538,0.048609,0.056709
Márcio Canella,Estaduais,São João de Meriti,3271,Jardim Sumaré,86,0.008793,0.026292,0.040248
Márcio Canella,Estaduais,São João de Meriti,3271,Parque Araruama,131,0.007603,0.040049,0.070911
Márcio Canella,Estaduais,São João de Meriti,3271,São Matheus,639,0.031534,0.195353,0.083392
Márcio Canella,Estaduais,São João de Meriti,3271,Venda Velha,16,0.004088,0.004891,0.016107
Márcio Canella,Estaduais,São João de Meriti,3271,Vilar dos Teles,542,0.012724,0.165699,0.175299
Márcio Canella,Estaduais,São João de Meriti,3271,Vila Tiradentes,169,0.017164,0.051666,0.040519
Márcio Canella,Estaduais,Queimados,3217,,3217,0.048638,1.0,1.0
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,Andrade Araújo,14,0.005602,0.009466,0.011561
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,Areia Branca,157,0.008806,0.106153,0.082481
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,Barro Vermelho,68,0.006581,0.045977,0.047798
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,Centro,70,0.004849,0.047329,0.066779
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,das Graças,28,0.006839,0.018932,0.01894
Andrezinho Ceciliano,Estaduais,Belford Roxo,1479,Glaucia,87,0.013309,0.058824,0.030241
