Deputado,Tipo,Municipio,Votos No Municipio,Bairro,Votos No Bairro,RCAN_UESP,RUESP_CAN,RUESP
Marcos Tavares,Federais,Belford Roxo,825,Barro Vermelho,5,0.000411,0.006061,0.051843
Marcos Tavares,Federais,Belford Roxo,825,Centro,22,0.001313,0.026667,0.071489
Marcos Tavares,Federais,Belford Roxo,825,das Graças,1,0.000217,0.001212,0.01968
Marcos Tavares,Federais,Belford Roxo,825,Glaucia,11,0.001691,0.013333,0.027748
Marcos Tavares,Federais,Belford Roxo,825,Heliópolis,53,0.002478,0.064242,0.09125
Marcos Tavares,Federais,Belford Roxo,825,Itaipu,6,0.001282,0.007273,0.019962
Marcos Tavares,Federais,Belford Roxo,825,Lote XV,128,0.012763,0.155152,0.042786
Marcos Tavares,Federais,Belford Roxo,825,Maringá,38,0.002974,0.046061,0.054505
Marcos Tavares,Federais,Belford Roxo,825,Nova Aurora,10,0.00075,0.012121,0.056916
Marcos Tavares,Federais,Belford Roxo,825,Parque dos Ferreiras,22,0.00813,0.026667,0.011544
Marcos Tavares,Federais,Belford Roxo,825,Pauline,23,0.003171,0.027879,0.030943
Marcos Tavares,Federais,Belford Roxo,825,Piam,8,0.001156,0.009697,0.029522
Marcos Tavares,Federais,Belford Roxo,825,Redentor,15,0.001074,0.018182,0.059578
Marcos Tavares,Federais,Belford Roxo,825,Santa Amélia,8,0.001412,0.009697,0.024172
Marcos Tavares,Federais,Belford Roxo,825,Santa Maria,10,0.004591,0.012121,0.009292
Marcos Tavares,Federais,Belford Roxo,825,Santa Tereza,156,0.008976,0.189091,0.074147
Marcos Tavares,Federais,Belford Roxo,825,Santo Antônio da Prata,4,0.001095,0.004848,0.015585
Marcos Tavares,Federais,Belford Roxo,825,São José,31,0.014345,0.037576,0.009219
Marcos Tavares,Federais,Belford Roxo,825,São Vicente,24,0.00378,0.029091,0.027091
Marcos Tavares,Federais,Belford Roxo,825,Shangri-lá,23,0.004136,0.027879,0.023725
Marcos Tavares,Federais,Belford Roxo,825,Vale do Ipê,56,0.008019,0.067879,0.029791
Marcos Tavares,Federais,Belford Roxo,825,Wona,109,0.008265,0.132121,0.056263
Marcos Tavares,Federais,Belford Roxo,825,Xavantes,27,0.002478,0.032727,0.046485
Marcos Tavares,Federais,Japeri,33,Alecrim,1,0.000405,0.030303,0.04763
Marcos Tavares,Federais,Japeri,33,Caramujos,8,0.000466,0.242424,0.330501
Marcos Tavares,Federais,Japeri,33,Centro de Engenheiro Pedreira,3,0.001251,0.090909,0.046204
Marcos Tavares,Federais,Japeri,33,Centro de Japeri,5,0.001369,0.151515,0.070347
Marcos Tavares,Federais,Japeri,33,Chacrinha,1,0.000266,0.030303,0.072447
Marcos Tavares,Federais,Japeri,33,das Granjas,1,0.000521,0.030303,0.036956
Marcos Tavares,Federais,Japeri,33,Marajoara,1,0.000703,0.030303,0.027399
Marcos Tavares,Federais,Japeri,33,Nova Belém,5,0.000817,0.151515,0.1179
Marcos Tavares,Federais,Japeri,33,Santa Inês,1,0.00083,0.030303,0.023218
Marcos Tavares,Federais,Japeri,33,São Cosme e São Damião,6,0.001381,0.181818,0.083738
Marcos Tavares,Federais,Japeri,33,São Jorge,1,0.000347,0.030303,0.05553
Marcos Tavares,Federais,Nilópolis,73,Cabral,5,0.000756,0.068493,0.069937
Marcos Tavares,Federais,Nilópolis,73,Cabuís,7,0.001492,0.09589,0.049591
Marcos Tavares,Federais,Nilópolis,73,Centro de Olinda,15,0.001096,0.205479,0.144714
Marcos Tavares,Federais,Nilópolis,73,Manoel Reis,30,0.000595,0.410959,0.532606
Marcos Tavares,Federais,Nilópolis,73,Nossa Senhora de Fátima,7,0.001237,0.09589,0.059811
Marcos Tavares,Federais,Nilópolis,73,Nova Cidade,2,0.000348,0.027397,0.060668
Marcos Tavares,Federais,Nilópolis,73,Novo Horizonte,3,0.001479,0.041096,0.021434
Marcos Tavares,Federais,Nilópolis,73,Paiol,4,0.00069,0.054795,0.061238
Marcos Tavares,Federais,Nova Iguaçu,890,Austin,22,0.000678,0.024719,0.072574
Marcos Tavares,Federais,Nova Iguaçu,890,Boa Esperança,10,0.003778,0.011236,0.005921
Marcos Tavares,Federais,Nova Iguaçu,890,Cabuçu,23,0.000976,0.025843,0.052696
Marcos Tavares,Federais,Nova Iguaçu,890,Cacuia,14,0.001256,0.01573,0.024934
Marcos Tavares,Federais,Nova Iguaçu,890,Campo Alegre,3,0.005976,0.003371,0.001123
Marcos Tavares,Federais,Nova Iguaçu,890,Caonze,2,0.000469,0.002247,0.009534
Marcos Tavares,Federais,Nova Iguaçu,890,Carmary,29,0.0022,0.032584,0.029491
Marcos Tavares,Federais,Nova Iguaçu,890,Centro,39,0.001299,0.04382,0.067138
Marcos Tavares,Federais,Nova Iguaçu,890,Comendador Soares,43,0.001225,0.048315,0.078523
Marcos Tavares,Federais,Nova Iguaçu,890,Corumbá,11,0.001317,0.01236,0.018679
Marcos Tavares,Federais,Nova Iguaçu,890,da Cerâmica,3,0.001739,0.003371,0.003859
Marcos Tavares,Federais,Nova Iguaçu,890,da Luz,13,0.001076,0.014607,0.027017
Marcos Tavares,Federais,Nova Iguaçu,890,da Palhada,11,0.001162,0.01236,0.02118
Marcos Tavares,Federais,Nova Iguaçu,890,da Posse,37,0.002409,0.041573,0.034354
Marcos Tavares,Federais,Nova Iguaçu,890,da Prata,6,0.001217,0.006742,0.011033
Marcos Tavares,Federais,Nova Iguaçu,890,da Viga,21,0.00114,0.023596,0.041193
Marcos Tavares,Federais,Nova Iguaçu,890,Engenho Pequeno,9,0.001227,0.010112,0.016409
Marcos Tavares,Federais,Nova Iguaçu,890,Geneciano,2,0.001436,0.002247,0.003116
Marcos Tavares,Federais,Nova Iguaçu,890,Grama,32,0.004505,0.035955,0.01589
Marcos Tavares,Federais,Nova Iguaçu,890,Ipiranga,8,0.000879,0.008989,0.020364
Marcos Tavares,Federais,Nova Iguaçu,890,Jardim Alvorada,20,0.002457,0.022472,0.01821
Marcos Tavares,Federais,Nova Iguaçu,890,Jardim Guandu,30,0.00215,0.033708,0.031214
Marcos Tavares,Federais,Nova Iguaçu,890,Jardim Iguaçu,7,0.002399,0.007865,0.006528
Marcos Tavares,Federais,Nova Iguaçu,890,Jardim Nova Era,4,0.000468,0.004494,0.019109
Marcos Tavares,Federais,Nova Iguaçu,890,Jardim Tropical,6,0.001153,0.006742,0.011642
Marcos Tavares,Federais,Nova Iguaçu,890,Kennedy,6,0.001594,0.006742,0.008422
Marcos Tavares,Federais,Nova Iguaçu,890,Km - 32,8,0.000835,0.008989,0.021442
Marcos Tavares,Federais,Nova Iguaçu,890,Lagoinha,1,0.000287,0.001124,0.007792
Marcos Tavares,Federais,Nova Iguaçu,890,Montevidéu,1,0.002564,0.001124,0.000872
Marcos Tavares,Federais,Nova Iguaçu,890,Moquetá,4,0.001047,0.004494,0.008543
Marcos Tavares,Federais,Nova Iguaçu,890,Nova América,6,0.002491,0.006742,0.005389
Marcos Tavares,Federais,Nova Iguaçu,890,Paraíso,14,0.00196,0.01573,0.015979
Marcos Tavares,Federais,Nova Iguaçu,890,Parque Ambaí,270,0.009605,0.303371,0.062884
Marcos Tavares,Federais,Nova Iguaçu,890,Parque Flora,1,0.000529,0.001124,0.004228
Marcos Tavares,Federais,Nova Iguaçu,890,Ponto Chic,15,0.001313,0.016854,0.025563
Marcos Tavares,Federais,Nova Iguaçu,890,Prados Verdes,19,0.002499,0.021348,0.017011
Marcos Tavares,Federais,Nova Iguaçu,890,Rancho Fundo,30,0.00187,0.033708,0.035882
Marcos Tavares,Federais,Nova Iguaçu,890,Riachão,12,0.008571,0.013483,0.003132
Marcos Tavares,Federais,Nova Iguaçu,890,Rodilândia,16,0.002573,0.017978,0.01391
Marcos Tavares,Federais,Nova Iguaçu,890,Rosa dos Ventos,19,0.002593,0.021348,0.016391
Marcos Tavares,Federais,Nova Iguaçu,890,Santa Eugênia,5,0.000457,0.005618,0.024453
Marcos Tavares,Federais,Nova Iguaçu,890,Santa Rita,18,0.003389,0.020225,0.011883
Marcos Tavares,Federais,Nova Iguaçu,890,Tinguá,12,0.003138,0.013483,0.008554
Marcos Tavares,Federais,Nova Iguaçu,890,Valverde,5,0.000829,0.005618,0.013498
Marcos Tavares,Federais,Nova Iguaçu,890,Vila de Cava,18,0.001418,0.020225,0.028388
Marcos Tavares,Federais,Nova Iguaçu,890,Vila Nova,4,0.000947,0.004494,0.009445
Marcos Tavares,Federais,Nova Iguaçu,890,Vila Operária,1,0.000717,0.001124,0.003121
Marcos Tavares,Federais,São João de Meriti,942,Agostinho Porto,30,0.00095,0.031847,0.13353
Marcos Tavares,Federais,São João de Meriti,942,Centro,33,0.001713,0.035032,0.08143
Marcos Tavares,Federais,São João de Meriti,942,Coelho da Rocha,38,0.00185,0.04034,0.086858
Marcos Tavares,Federais,São João de Meriti,942,Éden,12,0.0014,0.012739,0.036226
Marcos Tavares,Federais,São João de Meriti,942,Engenheiro Belford,4,0.000987,0.004246,0.017138
Marcos Tavares,Federais,São João de Meriti,942,Jardim Meriti,116,0.002855,0.123142,0.171781
Marcos Tavares,Federais,São João de Meriti,942,Jardim Metrópole,114,0.008314,0.121019,0.057968
Marcos Tavares,Federais,São João de Meriti,942,Jardim Sumaré,179,0.021133,0.190021,0.035807
Marcos Tavares,Federais,São João de Meriti,942,Parque Araruama,182,0.011423,0.193206,0.067357
Marcos Tavares,Federais,São João de Meriti,942,São Matheus,55,0.002676,0.058386,0.086888
Marcos Tavares,Federais,São João de Meriti,942,Venda Velha,16,0.004741,0.016985,0.014268
Marcos Tavares,Federais,São João de Meriti,942,Vilar dos Teles,144,0.003515,0.152866,0.173167
Marcos Tavares,Federais,São João de Meriti,942,Vila Tiradentes,19,0.002137,0.02017,0.037583
Marcos Tavares,Federais,Queimados,32,,32,0.000442,1.0,1.0
Bebeto,Federais,Belford Roxo,1283,Andrade Araújo,23,0.009123,0.017927,0.010755
Bebeto,Federais,Belford Roxo,1283,Areia Branca,99,0.004891,0.077163,0.086361
Bebeto,Federais,Belford Roxo,1283,Barro Vermelho,33,0.002716,0.025721,0.051843
Bebeto,Federais,Belford Roxo,1283,Centro,98,0.005848,0.076383,0.071489
Bebeto,Federais,Belford Roxo,1283,das Graças,38,0.008238,0.029618,0.01968
Bebeto,Federais,Belford Roxo,1283,Glaucia,139,0.021371,0.10834,0.027748
Bebeto,Federais,Belford Roxo,1283,Heliópolis,64,0.002992,0.049883,0.09125
Bebeto,Federais,Belford Roxo,1283,Itaipu,9,0.001923,0.007015,0.019962
Bebeto,Federais,Belford Roxo,1283,Lote XV,21,0.002094,0.016368,0.042786
Bebeto,Federais,Belford Roxo,1283,Maringá,87,0.00681,0.06781,0.054505
Bebeto,Federais,Belford Roxo,1283,Nova Aurora,49,0.003673,0.038192,0.056916
Bebeto,Federais,Belford Roxo,1283,Parque dos Ferreiras,18,0.006652,0.01403,0.011544
Bebeto,Federais,Belford Roxo,1283,Pauline,50,0.006894,0.038971,0.030943
Bebeto,Federais,Belford Roxo,1283,Piam,23,0.003324,0.017927,0.029522
Bebeto,Federais,Belford Roxo,1283,Recantus,4,0.00175,0.003118,0.009753
Bebeto,Federais,Belford Roxo,1283,Redentor,213,0.015252,0.166017,0.059578
Bebeto,Federais,Belford Roxo,1283,Santa Amélia,13,0.002294,0.010133,0.024172
Bebeto,Federais,Belford Roxo,1283,Santa Maria,6,0.002755,0.004677,0.009292
Bebeto,Federais,Belford Roxo,1283,Santa Tereza,112,0.006444,0.087295,0.074147
Bebeto,Federais,Belford Roxo,1283,Santo Antônio da Prata,23,0.006296,0.017927,0.015585
Bebeto,Federais,Belford Roxo,1283,São Bernardo,2,0.00141,0.001559,0.00605
Bebeto,Federais,Belford Roxo,1283,São Francisco de Assis,6,0.00722,0.004677,0.003545
Bebeto,Federais,Belford Roxo,1283,São José,6,0.002776,0.004677,0.009219
Bebeto,Federais,Belford Roxo,1283,São Vicente,26,0.004094,0.020265,0.027091
Bebeto,Federais,Belford Roxo,1283,Shangri-lá,18,0.003237,0.01403,0.023725
Bebeto,Federais,Belford Roxo,1283,Vale do Ipê,22,0.003151,0.017147,0.029791
Bebeto,Federais,Belford Roxo,1283,Wona,50,0.003791,0.038971,0.056263
Bebeto,Federais,Belford Roxo,1283,Xavantes,31,0.002845,0.024162,0.046485
Bebeto,Federais,Japeri,122,Alecrim,6,0.002427,0.04918,0.04763
Bebeto,Federais,Japeri,122,Caramujos,42,0.002449,0.344262,0.330501
Bebeto,Federais,Japeri,122,Centro de Engenheiro Pedreira,12,0.005004,0.098361,0.046204
Bebeto,Federais,Japeri,122,Centro de Japeri,8,0.002191,0.065574,0.070347
Bebeto,Federais,Japeri,122,Chacrinha,7,0.001862,0.057377,0.072447
Bebeto,Federais,Japeri,122,das Granjas,6,0.003128,0.04918,0.036956
Bebeto,Federais,Japeri,122,Delamare,17,0.00879,0.139344,0.037264
Bebeto,Federais,Japeri,122,Nova Belém,7,0.001144,0.057377,0.1179
Bebeto,Federais,Japeri,122,Santa Amelia,9,0.004983,0.07377,0.034798
Bebeto,Federais,Japeri,122,Santa Inês,1,0.00083,0.008197,0.023218
Bebeto,Federais,Japeri,122,São Cosme e São Damião,2,0.00046,0.016393,0.083738
Bebeto,Federais,Japeri,122,São Jorge,5,0.001735,0.040984,0.05553
Bebeto,Federais,Nilópolis,162,Cabral,3,0.000453,0.018519,0.069937
Bebeto,Federais,Nilópolis,162,Cabuís,6,0.001279,0.037037,0.049591
Bebeto,Federais,Nilópolis,162,Centro de Olinda,21,0.001534,0.12963,0.144714
Bebeto,Federais,Nilópolis,162,Manoel Reis,89,0.001766,0.549383,0.532606
Bebeto,Federais,Nilópolis,162,Nossa Senhora de Fátima,8,0.001414,0.049383,0.059811
Bebeto,Federais,Nilópolis,162,Nova Cidade,21,0.003659,0.12963,0.060668
Bebeto,Federais,Nilópolis,162,Novo Horizonte,4,0.001972,0.024691,0.021434
Bebeto,Federais,Nilópolis,162,Paiol,10,0.001726,0.061728,0.061238
Bebeto,Federais,Nova Iguaçu,680,Austin,37,0.00114,0.054412,0.072574
Bebeto,Federais,Nova Iguaçu,680,Boa Esperança,10,0.003778,0.014706,0.005921
Bebeto,Federais,Nova Iguaçu,680,Cabuçu,18,0.000764,0.026471,0.052696
Bebeto,Federais,Nova Iguaçu,680,Cacuia,9,0.000807,0.013235,0.024934
Bebeto,Federais,Nova Iguaçu,680,Campo Alegre,1,0.001992,0.001471,0.001123
Bebeto,Federais,Nova Iguaçu,680,Caonze,10,0.002346,0.014706,0.009534
Bebeto,Federais,Nova Iguaçu,680,Carmary,60,0.004551,0.088235,0.029491
Bebeto,Federais,Nova Iguaçu,680,Centro,64,0.002132,0.094118,0.067138
Bebeto,Federais,Nova Iguaçu,680,Comendador Soares,34,0.000969,0.05,0.078523
Bebeto,Federais,Nova Iguaçu,680,Corumbá,12,0.001437,0.017647,0.018679
Bebeto,Federais,Nova Iguaçu,680,da Cerâmica,3,0.001739,0.004412,0.003859
Bebeto,Federais,Nova Iguaçu,680,da Luz,29,0.002401,0.042647,0.027017
Bebeto,Federais,Nova Iguaçu,680,da Palhada,12,0.001267,0.017647,0.02118
Bebeto,Federais,Nova Iguaçu,680,da Posse,29,0.001888,0.042647,0.034354
Bebeto,Federais,Nova Iguaçu,680,da Prata,4,0.000811,0.005882,0.011033
Bebeto,Federais,Nova Iguaçu,680,da Viga,41,0.002227,0.060294,0.041193
Bebeto,Federais,Nova Iguaçu,680,Engenho Pequeno,18,0.002454,0.026471,0.016409
Bebeto,Federais,Nova Iguaçu,680,Grama,7,0.000985,0.010294,0.01589
Bebeto,Federais,Nova Iguaçu,680,Iguaçu Velho,1,0.001567,0.001471,0.001427
Bebeto,Federais,Nova Iguaçu,680,Ipiranga,3,0.00033,0.004412,0.020364
Bebeto,Federais,Nova Iguaçu,680,Jardim Alvorada,3,0.000369,0.004412,0.01821
Bebeto,Federais,Nova Iguaçu,680,Jardim Guandu,7,0.000502,0.010294,0.031214
Bebeto,Federais,Nova Iguaçu,680,Jardim Nova Era,5,0.000585,0.007353,0.019109
Bebeto,Federais,Nova Iguaçu,680,Jardim Pernambuco,2,0.001425,0.002941,0.003141
Bebeto,Federais,Nova Iguaçu,680,Jardim Tropical,10,0.001922,0.014706,0.011642
Bebeto,Federais,Nova Iguaçu,680,Kennedy,9,0.00239,0.013235,0.008422
Bebeto,Federais,Nova Iguaçu,680,Lagoinha,2,0.000574,0.002941,0.007792
Bebeto,Federais,Nova Iguaçu,680,Montevidéu,1,0.002564,0.001471,0.000872
Bebeto,Federais,Nova Iguaçu,680,Moquetá,6,0.001571,0.008824,0.008543
Bebeto,Federais,Nova Iguaçu,680,Nova América,50,0.020756,0.073529,0.005389
Bebeto,Federais,Nova Iguaçu,680,Paraíso,1,0.00014,0.001471,0.015979
Bebeto,Federais,Nova Iguaçu,680,Parque Ambaí,50,0.001779,0.073529,0.062884
Bebeto,Federais,Nova Iguaçu,680,Parque Flora,5,0.002646,0.007353,0.004228
Bebeto,Federais,Nova Iguaçu,680,Ponto Chic,18,0.001575,0.026471,0.025563
Bebeto,Federais,Nova Iguaçu,680,Rancho Fundo,20,0.001247,0.029412,0.035882
Bebeto,Federais,Nova Iguaçu,680,Rancho Novo,2,0.004167,0.002941,0.001074
Bebeto,Federais,Nova Iguaçu,680,Riachão,2,0.001429,0.002941,0.003132
Bebeto,Federais,Nova Iguaçu,680,Rodilândia,8,0.001287,0.011765,0.01391
Bebeto,Federais,Nova Iguaçu,680,Rosa dos Ventos,10,0.001365,0.014706,0.016391
Bebeto,Federais,Nova Iguaçu,680,Santa Eugênia,15,0.001372,0.022059,0.024453
Bebeto,Federais,Nova Iguaçu,680,Santa Rita,5,0.000941,0.007353,0.011883
Bebeto,Federais,Nova Iguaçu,680,Tinguá,19,0.004969,0.027941,0.008554
Bebeto,Federais,Nova Iguaçu,680,Três Corações,6,0.003361,0.008824,0.003993
Bebeto,Federais,Nova Iguaçu,680,Valverde,5,0.000829,0.007353,0.013498
Bebeto,Federais,Nova Iguaçu,680,Vila de Cava,9,0.000709,0.013235,0.028388
Bebeto,Federais,Nova Iguaçu,680,Vila Nova,6,0.001421,0.008824,0.009445
Bebeto,Federais,Nova Iguaçu,680,Vila Operária,2,0.001434,0.002941,0.003121
Bebeto,Federais,São João de Meriti,32145,Agostinho Porto,1491,0.047204,0.046384,0.13353
Bebeto,Federais,São João de Meriti,32145,Centro,1824,0.094694,0.056743,0.08143
Bebeto,Federais,São João de Meriti,32145,Coelho da Rocha,2530,0.123138,0.078706,0.086858
Bebeto,Federais,São João de Meriti,32145,Éden,382,0.044579,0.011884,0.036226
Bebeto,Federais,São João de Meriti,32145,Engenheiro Belford,187,0.046127,0.005817,0.017138
Bebeto,Federais,São João de Meriti,32145,Jardim Meriti,7854,0.193286,0.24433,0.171781
Bebeto,Federais,São João de Meriti,32145,Jardim Metrópole,2793,0.20369,0.086888,0.057968
Bebeto,Federais,São João de Meriti,32145,Jardim Sumaré,1206,0.142385,0.037517,0.035807
Bebeto,Federais,São João de Meriti,32145,Parque Araruama,2547,0.159857,0.079235,0.067357
Bebeto,Federais,São João de Meriti,32145,São Matheus,528,0.02569,0.016426,0.086888
Bebeto,Federais,São João de Meriti,32145,Venda Velha,744,0.220444,0.023145,0.014268
Bebeto,Federais,São João de Meriti,32145,Vilar dos Teles,9595,0.234241,0.298491,0.173167
Bebeto,Federais,São João de Meriti,32145,Vila Tiradentes,464,0.052193,0.014435,0.037583
Bebeto,Federais,Queimados,64,,64,0.000884,1.0,1.0
Daniela do Waguinho,Federais,Belford Roxo,114345,Andrade Araújo,1316,0.522015,0.011509,0.010755
Daniela do Waguinho,Federais,Belford Roxo,114345,Areia Branca,9319,0.460357,0.081499,0.086361
Daniela do Waguinho,Federais,Belford Roxo,114345,Barro Vermelho,5866,0.482719,0.051301,0.051843
Daniela do Waguinho,Federais,Belford Roxo,114345,Centro,6129,0.365758,0.053601,0.071489
Daniela do Waguinho,Federais,Belford Roxo,114345,das Graças,2064,0.447431,0.018051,0.01968
Daniela do Waguinho,Federais,Belford Roxo,114345,Glaucia,2370,0.364391,0.020727,0.027748
Daniela do Waguinho,Federais,Belford Roxo,114345,Heliópolis,11846,0.553836,0.103599,0.09125
Daniela do Waguinho,Federais,Belford Roxo,114345,Itaipu,2209,0.472109,0.019319,0.019962
Daniela do Waguinho,Federais,Belford Roxo,114345,Lote XV,5192,0.517699,0.045406,0.042786
Daniela do Waguinho,Federais,Belford Roxo,114345,Maringá,6674,0.522386,0.058367,0.054505
Daniela do Waguinho,Federais,Belford Roxo,114345,Nova Aurora,5975,0.447867,0.052254,0.056916
Daniela do Waguinho,Federais,Belford Roxo,114345,Parque dos Ferreiras,1459,0.539172,0.01276,0.011544
Daniela do Waguinho,Federais,Belford Roxo,114345,Pauline,4263,0.587757,0.037282,0.030943
Daniela do Waguinho,Federais,Belford Roxo,114345,Piam,3166,0.457514,0.027688,0.029522
Daniela do Waguinho,Federais,Belford Roxo,114345,Recantus,1006,0.44007,0.008798,0.009753
Daniela do Waguinho,Federais,Belford Roxo,114345,Redentor,5906,0.422914,0.051651,0.059578
Daniela do Waguinho,Federais,Belford Roxo,114345,Santa Amélia,2850,0.503,0.024925,0.024172
Daniela do Waguinho,Federais,Belford Roxo,114345,Santa Maria,1045,0.479798,0.009139,0.009292
Daniela do Waguinho,Federais,Belford Roxo,114345,Santa Tereza,9425,0.54229,0.082426,0.074147
Daniela do Waguinho,Federais,Belford Roxo,114345,Santo Antônio da Prata,1621,0.443745,0.014176,0.015585
Daniela do Waguinho,Federais,Belford Roxo,114345,São Bernardo,619,0.43653,0.005413,0.00605
Daniela do Waguinho,Federais,Belford Roxo,114345,São Francisco de Assis,421,0.506619,0.003682,0.003545
Daniela do Waguinho,Federais,Belford Roxo,114345,São José,1265,0.585377,0.011063,0.009219
Daniela do Waguinho,Federais,Belford Roxo,114345,São Vicente,3294,0.51874,0.028808,0.027091
Daniela do Waguinho,Federais,Belford Roxo,114345,Shangri-lá,2321,0.417371,0.020298,0.023725
Daniela do Waguinho,Federais,Belford Roxo,114345,Vale do Ipê,4037,0.578118,0.035305,0.029791
Daniela do Waguinho,Federais,Belford Roxo,114345,Wona,7311,0.554368,0.063938,0.056263
Daniela do Waguinho,Federais,Belford Roxo,114345,Xavantes,5376,0.493392,0.047016,0.046485
Daniela do Waguinho,Federais,Japeri,1253,Alecrim,18,0.007282,0.014366,0.04763
Daniela do Waguinho,Federais,Japeri,1253,Beira-Rio,37,0.061977,0.029529,0.011503
Daniela do Waguinho,Federais,Japeri,1253,Caramujos,234,0.013642,0.186752,0.330501
Daniela do Waguinho,Federais,Japeri,1253,Centro de Engenheiro Pedreira,31,0.012927,0.024741,0.046204
Daniela do Waguinho,Federais,Japeri,1253,Centro de Japeri,192,0.052588,0.153232,0.070347
Daniela do Waguinho,Federais,Japeri,1253,Chacrinha,203,0.053989,0.162011,0.072447
Daniela do Waguinho,Federais,Japeri,1253,das Granjas,17,0.008863,0.013567,0.036956
Daniela do Waguinho,Federais,Japeri,1253,Delamare,25,0.012927,0.019952,0.037264
Daniela do Waguinho,Federais,Japeri,1253,Esperança,5,0.021097,0.00399,0.004566
Daniela do Waguinho,Federais,Japeri,1253,Marajoara,14,0.009845,0.011173,0.027399
Daniela do Waguinho,Federais,Japeri,1253,Nova Belém,315,0.051479,0.251397,0.1179
Daniela do Waguinho,Federais,Japeri,1253,Santa Amelia,18,0.009967,0.014366,0.034798
Daniela do Waguinho,Federais,Japeri,1253,Santa Inês,30,0.024896,0.023943,0.023218
Daniela do Waguinho,Federais,Japeri,1253,São Cosme e São Damião,47,0.010815,0.03751,0.083738
Daniela do Waguinho,Federais,Japeri,1253,São Jorge,67,0.023248,0.053472,0.05553
Daniela do Waguinho,Federais,Nilópolis,555,Cabral,39,0.005894,0.07027,0.069937
Daniela do Waguinho,Federais,Nilópolis,555,Cabuís,29,0.006181,0.052252,0.049591
Daniela do Waguinho,Federais,Nilópolis,555,Centro de Olinda,131,0.009568,0.236036,0.144714
Daniela do Waguinho,Federais,Nilópolis,555,Manoel Reis,235,0.004663,0.423423,0.532606
Daniela do Waguinho,Federais,Nilópolis,555,Nossa Senhora de Fátima,32,0.005655,0.057658,0.059811
Daniela do Waguinho,Federais,Nilópolis,555,Nova Cidade,35,0.006098,0.063063,0.060668
Daniela do Waguinho,Federais,Nilópolis,555,Novo Horizonte,5,0.002465,0.009009,0.021434
Daniela do Waguinho,Federais,Nilópolis,555,Paiol,49,0.008457,0.088288,0.061238
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Austin,553,0.017046,0.04074,0.072574
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Boa Esperança,144,0.054401,0.010609,0.005921
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Cabuçu,194,0.008236,0.014292,0.052696
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Cacuia,852,0.07644,0.062767,0.024934
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Campo Alegre,17,0.033865,0.001252,0.001123
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Caonze,68,0.015955,0.00501,0.009534
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Carmary,153,0.011606,0.011272,0.029491
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Centro,742,0.024723,0.054663,0.067138
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Comendador Soares,3105,0.088459,0.228746,0.078523
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Corumbá,153,0.018323,0.011272,0.018679
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Cerâmica,14,0.008116,0.001031,0.003859
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Luz,612,0.050675,0.045086,0.027017
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Palhada,120,0.012674,0.00884,0.02118
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Posse,185,0.012047,0.013629,0.034354
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Prata,687,0.139294,0.050611,0.011033
Daniela do Waguinho,Federais,Nova Iguaçu,13574,da Viga,653,0.035462,0.048107,0.041193
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Engenho Pequeno,534,0.072802,0.03934,0.016409
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Esperança,4,0.009132,0.000295,0.00098
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Geneciano,25,0.017947,0.001842,0.003116
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Grama,161,0.022666,0.011861,0.01589
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Iguaçu Velho,5,0.007837,0.000368,0.001427
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Inconfidência,16,0.081633,0.001179,0.000438
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Ipiranga,51,0.005603,0.003757,0.020364
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Alvorada,192,0.023587,0.014145,0.01821
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Guandu,42,0.00301,0.003094,0.031214
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Iguaçu,57,0.019534,0.004199,0.006528
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Nova Era,265,0.031023,0.019523,0.019109
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Pernambuco,134,0.095442,0.009872,0.003141
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Jardim Tropical,466,0.089547,0.03433,0.011642
Daniela do Waguinho,Federais,Nova Iguaçu,13574,Kennedy,53,0.014077,0.003905,0.008422
